Logging Timestamp 2020-03-09 16.01.40

Namespace(batch=100, batch_count=1, checkpoint=-1, epochs=30, memory_usage=True, model='distill', num_workers=4, opt_lr=0.001, out='saved_models/model_distill_2020-03-09 16.01.40.pth', plot_hist=True, pretrained=False, save_best=True, stop_accuracy=0.4, teacher_file='model_standard.pth')
device cuda:0
Batch size 100
Run training
Epoch [1/30] Time: 52.88s; BatchTime:0.05s; Loss: 1.4756; Accuracy: 0.0405; ValLoss: 1.4044; ValAccuracy: 0.0674
Epoch [2/30] Time: 52.15s; BatchTime:0.05s; Loss: 1.3632; Accuracy: 0.0794; ValLoss: 1.3229; ValAccuracy: 0.0973
Epoch [3/30] Time: 52.24s; BatchTime:0.05s; Loss: 1.3010; Accuracy: 0.1042; ValLoss: 1.2837; ValAccuracy: 0.1153
Epoch [4/30] Time: 52.15s; BatchTime:0.05s; Loss: 1.2620; Accuracy: 0.1215; ValLoss: 1.2558; ValAccuracy: 0.1266
Epoch [5/30] Time: 52.23s; BatchTime:0.05s; Loss: 1.2357; Accuracy: 0.1341; ValLoss: 1.2311; ValAccuracy: 0.1406
Epoch [6/30] Time: 52.32s; BatchTime:0.05s; Loss: 1.2158; Accuracy: 0.1436; ValLoss: 1.2162; ValAccuracy: 0.1440
Epoch [7/30] Time: 52.23s; BatchTime:0.05s; Loss: 1.2006; Accuracy: 0.1511; ValLoss: 1.2003; ValAccuracy: 0.1559
Epoch [8/30] Time: 52.19s; BatchTime:0.05s; Loss: 1.1864; Accuracy: 0.1575; ValLoss: 1.1959; ValAccuracy: 0.1529
Epoch [9/30] Time: 52.13s; BatchTime:0.05s; Loss: 1.1753; Accuracy: 0.1640; ValLoss: 1.2029; ValAccuracy: 0.1504
Epoch [10/30] Time: 52.05s; BatchTime:0.05s; Loss: 1.1643; Accuracy: 0.1691; ValLoss: 1.1729; ValAccuracy: 0.1651
Epoch [11/30] Time: 52.18s; BatchTime:0.05s; Loss: 1.1551; Accuracy: 0.1726; ValLoss: 1.1684; ValAccuracy: 0.1716
Epoch [12/30] Time: 52.09s; BatchTime:0.05s; Loss: 1.1479; Accuracy: 0.1764; ValLoss: 1.1582; ValAccuracy: 0.1719
Epoch [13/30] Time: 52.24s; BatchTime:0.05s; Loss: 1.1415; Accuracy: 0.1810; ValLoss: 1.1555; ValAccuracy: 0.1800
Epoch [14/30] Time: 52.19s; BatchTime:0.05s; Loss: 1.1358; Accuracy: 0.1834; ValLoss: 1.1584; ValAccuracy: 0.1754
Epoch [15/30] Time: 52.10s; BatchTime:0.05s; Loss: 1.1299; Accuracy: 0.1859; ValLoss: 1.1523; ValAccuracy: 0.1765
Epoch [16/30] Time: 52.01s; BatchTime:0.05s; Loss: 1.1255; Accuracy: 0.1876; ValLoss: 1.1479; ValAccuracy: 0.1786
Epoch [17/30] Time: 52.08s; BatchTime:0.05s; Loss: 1.1216; Accuracy: 0.1909; ValLoss: 1.1458; ValAccuracy: 0.1800
Epoch [18/30] Time: 52.08s; BatchTime:0.05s; Loss: 1.1187; Accuracy: 0.1926; ValLoss: 1.1381; ValAccuracy: 0.1855
Epoch [19/30] Time: 52.14s; BatchTime:0.05s; Loss: 1.1144; Accuracy: 0.1946; ValLoss: 1.1302; ValAccuracy: 0.1881
Epoch [20/30] Time: 52.16s; BatchTime:0.05s; Loss: 1.1124; Accuracy: 0.1943; ValLoss: 1.1313; ValAccuracy: 0.1870
Epoch [21/30] Time: 52.02s; BatchTime:0.05s; Loss: 1.1093; Accuracy: 0.1974; ValLoss: 1.1266; ValAccuracy: 0.1870
Epoch [22/30] Time: 52.00s; BatchTime:0.05s; Loss: 1.1066; Accuracy: 0.1981; ValLoss: 1.1451; ValAccuracy: 0.1836
Epoch [23/30] Time: 52.08s; BatchTime:0.05s; Loss: 1.1042; Accuracy: 0.2016; ValLoss: 1.1198; ValAccuracy: 0.1922
Epoch [24/30] Time: 52.09s; BatchTime:0.05s; Loss: 1.1019; Accuracy: 0.2006; ValLoss: 1.1206; ValAccuracy: 0.1927
Epoch [25/30] Time: 52.23s; BatchTime:0.05s; Loss: 1.0999; Accuracy: 0.2009; ValLoss: 1.1331; ValAccuracy: 0.1876
Epoch [26/30] Time: 51.97s; BatchTime:0.05s; Loss: 1.0977; Accuracy: 0.2026; ValLoss: 1.1193; ValAccuracy: 0.1942
Epoch [27/30] Time: 52.24s; BatchTime:0.05s; Loss: 1.0957; Accuracy: 0.2041; ValLoss: 1.1146; ValAccuracy: 0.1972
Epoch [28/30] Time: 52.11s; BatchTime:0.05s; Loss: 1.0939; Accuracy: 0.2038; ValLoss: 1.1091; ValAccuracy: 0.1991
Epoch [29/30] Time: 52.14s; BatchTime:0.05s; Loss: 1.0913; Accuracy: 0.2068; ValLoss: 1.1189; ValAccuracy: 0.1954
Epoch [30/30] Time: 52.05s; BatchTime:0.05s; Loss: 1.0906; Accuracy: 0.2072; ValLoss: 1.1101; ValAccuracy: 0.1977

TEST Loss: 1.1081; Accuracy: 0.1996

Peak memory usage by Pytorch tensors: 211.36 Mb
